1690;1
2531;1
2535;1
2529;1
4553;1
4554;1
4298;1
4784;1
6967;1
5390;1
5391;1
5392;1
5394;1
5395;1
5396;1
5399;1
5400;1
5401;1
5402;1
5403;1
5447;1
5476;1
5479;1
5481;1
5482;1
5483;1
5478;1
5477;1
5671;1
5452;1
6126;1
6127;1
6128;1
6129;1
9597;1
5840;1
9530;1
9531;1
9532;1
9533;1
9592;1
3442;1
3466;1
3468;1
3467;1
3470;1
3690;1
3691;1
4719;1
4720;1
4731;1
5436;1
5444;1
2952;1
4532;1
3126;1
4857;1
3129;1
3135;1
2268;1
2733;1
2004;1
3667;1
3668;1
6791;1
3261;1
3140;1
3449;1
3138;1
3444;1
3665;1
3666;1
4624;1
4626;1
5832;1
5833;1
5834;1
5836;1
5837;1
5843;1
5845;1
5846;1
6532;1
2828;1
4750;1
4774;1
4754;1
2579;1
3899;1
5858;1
5898;1
5077;1
5079;1
5084;1
5087;1
5082;1
5122;1
5125;1
5085;1
5124;1
5377;1
5529;1
5580;1
5799;1
5801;1
5802;1
5901;1
6554;1
6561;1
6558;1
3347;1
6827;1
3385;1
6691;1
2449;1
2743;1
2744;1
2741;1
2742;1
2745;1
2740;1
3038;1
3039;1
3043;1
3465;1
3046;1
3080;1
3466;1
3187;1
3416;1
3110;1
3114;1
3116;1
3120;1
3180;1
3384;1
3627;1
3467;1
2570;1
2571;1
3886;1
4142;1
1663;1
3282;1
1830;1
4355;1
4357;1
4358;1
4359;1
1808;1
1809;1
3115;1
3944;1
6068;1
6080;1
6081;1
6082;1
6083;1
6085;1
6086;1
6087;1
6088;1
3600;1
6825;1
3936;1
3182;1
1951;1
1953;1
4385;1
6401;1
3277;1
3294;1
3296;1
3297;1
3689;1
3690;1
3992;1
4452;1
4453;1
5638;1
5796;1
5798;1
8933;1
7169;1
7170;1
7171;1
7173;1
7174;1
7177;1
7212;1
7213;1
7214;1
7238;1
7539;1
7552;1
7553;1
7558;1
7632;1
7697;1
7940;1
900;1
990;1
991;1
994;1
999;1
1047;1
1048;1
1049;1
1050;1
1108;1
1092;1
956;1
1148;1
1115;1
913;1
1100;1
1089;1
1114;1
1097;1
1107;1
1102;1
728;1
601;1
726;1
730;1
803;1
702;1
804;1
667;1
805;1
616;1
861;1
862;1
696;1
668;1
686;1
669;1
790;1
806;1
950;1
863;1
969;1
972;1
1071;1
1109;1
1502;1
5957;1
5959;1
5960;1
5963;1
4131;1
4132;1
4305;1
4722;1
7437;1
4905;1
4904;1
4902;1
4301;1
4034;1
4035;1
4303;1
4304;1
2008;1
2113;1
2217;1
4319;1
4507;1
4509;1
4510;1
4511;1
4696;1
5346;1
4586;1
4615;1
4872;1
6901;1
6908;1
4214;1
6897;1
7525;1
4688;1
7317;1
6916;1
4215;1
4216;1
4690;1
6912;1
4616;1
4691;1
6898;1
4218;1
4219;1
4767;1
4695;1
6917;1
4766;1
4770;1
4694;1
4692;1
4769;1
6927;1
6727;1
6728;1
6929;1
8223;1
6915;1
4693;1
4764;1
4579;1
4584;1
2572;1
6890;1
4221;1
5234;1
4360;1
3276;1
3278;1
3280;1
4362;1
3283;1
3285;1
4575;1
3587;1
3157;1
4689;1
4577;1
6899;1
6911;1
6903;1
3277;1
3279;1
3271;1
5908;1
7021;1
7531;1
4549;1
5233;1
5131;1
5132;1
8236;1
8407;1
3174;1
3188;1
6160;1
6640;1
8051;1
8069;1
7174;1
8203;1
8789;1
8794;1
8815;1
9080;1
9333;1
2658;1
9334;1
9402;1
9598;1
6729;1
9407;1
8087;1
306;1
583;1
1462;1
1464;1
948;1
4449;1
951;1
3807;1
950;1
1073;1
5646;1
1108;1
952;1
1900;1
5653;1
5533;1
4306;1
2159;1
2218;1
3928;1
2857;1
4898;1
2527;1
2856;1
4915;1
118;1
2752;1
5041;1
5042;1
5043;1
5044;1
5223;1
5224;1
5225;1
5333;1
5458;1
5940;1
5941;1
5942;1
5949;1
5950;1
5951;1
5952;1
5953;1
5954;1
5955;1
6391;1
2478;1
3266;1
6388;1
2038;1
2312;1
4165;1
1153;1
2748;1
3556;1
5343;1
5347;1
5350;1
5376;1
5377;1
5378;1
6150;1
6151;1
6152;1
6155;1
8005;1
8006;1
8007;1
8008;1
5261;1
5262;1
6626;1
6657;1
9057;1
4930;1
6095;1
4337;1
5993;1
6092;1
4231;1
4232;1
4233;1
4714;1
5121;1
5992;1
4228;1
4718;1
5991;1
4716;1
4229;1
4717;1
6100;1
5995;1
6102;1
4709;1
5996;1
4327;1
4924;1
4096;1
4097;1
4234;1
4929;1
5994;1
6728;1
6752;1
7578;1
8122;1
8129;1
8548;1
6110;1
6111;1
6112;1
6370;1
6372;1
6374;1
7626;1
7857;1
7858;1
8143;1
6617;1
6618;1
6619;1
6620;1
6621;1
6632;1
6636;1
6637;1
7614;1
7615;1
5657;1
7428;1
5658;1
6540;1
7432;1
7885;1
6042;1
3812;1
3919;1
8926;1
8931;1
8932;1
810;3
7839;3
8501;3
3951;3
5407;3
7347;3
4494;3
4498;3
4500;3
6042;3
6346;3
180;3
6426;3
916;3
1602;3
1373;3
2294;3
1430;3
1432;3
1400;3
1408;3
1411;3
1407;3
7375;3
3588;3
8249;3
4252;3
8250;3
1565;3
1306;3
6384;3
4581;3
1298;3
108;3
1013;3
802;3
4532;3
4553;3
3772;3
1016;3
402;3
8500;3
580;3
6421;3
5587;3
5293;3
4258;3
7491;3
6420;3
2480;3
6615;3
3256;3
9105;3
