Année;Numéro;Type de feu;Département;Code INSEE;Commune;Lieu-dit;Code du carreau DFCI;Alerte;Origine de l'alerte;Surface parcourue (m2)
2007;4308;0;2B;2B207;Penta-di-Casinca;San Pelegrino;NC84G15;2007-07-28 15:49:00;;1500
2007;4312;0;2B;2B029;Barbaggio;;NC66L31;2007-07-29 22:29:00;;1000
2007;4314;0;2B;2B199;Palasca;lozari;NC46E05;2007-07-31 21:24:00;;5
2007;4316;0;2B;2B037;Biguglia;capannule;NC86B04;2007-08-01 17:27:00;;10000
2007;4317;0;2B;2B152;Luri;D180;NC88B51;2007-08-02 09:51:00;;1
2007;4324;0;2B;2B188;Olmeta-di-Tuda;;NC64K95;2007-08-05 13:55:00;;20
2007;4506;0;2B;2B049;Calenzana;torre mozza;NC24B01;2007-07-03 21:17:00;;30
2007;5446;0;2B;2B235;Pioggiola;;NC44D43;2007-08-27 20:45:00;;20
2007;5611;0;2B;2B281;Sisco;couvent st catherine;NC88C12;2007-08-28 22:58:00;;100
2007;5612;0;2B;2B346;Vescovato;papigliaccia;NC84E51;2007-08-29 10:38:00;;400
2007;5815;0;2B;2B291;Stazzona;exploitation raffall;NC82A71;2007-09-03 19:13:00;;100
2007;5963;0;2B;2B036;Bigorno;;NC64G32;2007-09-06 16:12:00;;500
2007;5979;0;2B;2B172;Murato;stade;NC64H71;2007-09-08 13:22:00;;1000
2007;6506;0;2B;2B182;Occhiatana;route du village;NC44E65;2007-09-22 13:58:00;;30
2007;6512;0;2B;2B346;Vescovato;route golo;NC84F51;2007-09-23 11:16:00;;1000
2007;6513;0;2B;2B172;Murato;;NC64H84;2007-09-23 15:43:00;;20
2007;6761;0;2B;2B145;Loreto-di-Casinca;;NC84C33;2007-09-26 16:50:00;;3000
2007;6765;0;2B;2B188;Olmeta-di-Tuda;;NC66K05;2007-09-28 11:26:00;;1
2007;6914;0;2B;2B314;Santo-Pietro-di-Tenda;;NC66B63;2007-10-10 20:20:00;;800
2007;6993;0;2B;2B049;Calenzana;;NC24F03;2007-10-14 11:09:00;;50
2007;7016;0;2B;2B305;San-Martino-di-Lota;;NC80A73;2007-10-15 14:00:00;;8000
2007;7037;0;2B;2B304;San-Lorenzo;;NC62G72;2007-10-16 14:24:00;;500
2007;7126;0;2B;2B205;Patrimonio;;NC66H53;2007-10-18 19:34:00;;50
2007;7373;0;2B;2B205;Patrimonio;;NC66K41;2007-10-20 15:36:00;;2500
2007;7375;0;2B;2B049;Calenzana;LA FLATTA;NC24L11;2007-10-21 10:54:00;;400
2007;7379;0;2B;2B257;Rapale;;NC64G84;2007-10-21 11:25:00;;50
2007;8161;0;2B;2B049;Calenzana;BONIFATO;NC24G14;2007-11-10 17:10:00;3;1000
2006;934;0;2B;2B002;Aghione;;NC80D13;2006-03-10 13:30:00;3;500
2006;7012;0;2B;2B033;Bastia;Macchio;NC86B45;2006-08-29 01:02:00;;500
2006;7094;0;2B;2B033;Bastia;ets tAMBURINI;NC86B32;2006-08-29 14:56:00;;6000
2006;2880;0;2B;2B034;Belgodère;Lozari;NC46E91;2006-06-25 16:58:00;;50
2006;8029;0;2B;2B036;Bigorno;;NC64G55;2006-11-06 11:19:00;;300
2006;4771;0;2B;2B037;Biguglia;;NC86B34;2006-07-30 17:52:00;;150
2006;4217;0;2B;2B046;Cagnano;;NC88A54;2006-07-13 18:45:00;;3000
2006;95;0;2B;2B049;Calenzana;SUARE;NC24G14;2006-01-25 18:30:00;3;100
2006;1725;0;2B;2B049;Calenzana;Cucu;NC24G44;2006-05-17 10:59:00;;5000
2006;2424;0;2B;2B049;Calenzana;Clos Rochebelle;NC24G33;2006-06-08 20:15:00;;1000
2006;2510;0;2B;2B049;Calenzana;Rte de Zilia;NC24K22;2006-06-11 14:23:00;;3500
2006;327;0;2B;2B050;Calvi;;NC24E21;2006-02-18 14:19:00;3;4000
2006;328;0;2B;2B050;Calvi;;nc24d22;2006-02-18 14:19:00;3;10000
2006;4225;0;2B;2B050;Calvi;;NC24D52;2006-07-16 00:14:00;;2
2006;6969;0;2B;2B050;Calvi;;NC24F34;2006-08-25 11:28:00;;10069
2006;7463;0;2B;2B054;Campile;;NC62K22;2006-09-08 17:02:00;;300
2006;2596;0;2B;2B086;Centuri;;NC68H93;2006-06-12 14:07:00;;5000
2006;7265;0;2B;2B087;Cervione;;NC82F41;2006-09-02 06:16:00;;60
2006;7348;0;2B;2B087;Cervione;;NC82H41;2006-09-07 03:44:00;;100
2006;2492;0;2B;2B096;Corte;;NC62C23;2006-06-09 15:19:00;;5000
2006;7787;0;2B;2B096;Corte;;NC62B44;2006-10-03 16:54:00;;50
2006;7968;0;2B;2B096;Corte;;NC66B44;2006-10-29 13:36:00;;50
2006;7969;0;2B;2B096;Corte;;NC62A32;2006-10-29 13:36:00;;50
2006;2493;0;2B;2B112;Feliceto;;NC44B41;2006-06-09 19:57:00;;5000
2006;8222;0;2B;2B136;Lama;;NC44L72;2006-11-17 23:56:00;;25
2006;2597;0;2B;2B143;Linguizzetta;Bravone;NC80H72;2006-06-13 15:53:00;;1000
2006;2491;0;2B;2B148;Lucciana;Mariana plage;NC84D64;2006-06-09 12:46:00;;2000
2006;2770;0;2B;2B148;Lucciana;;NC84C54;2006-06-20 12:14:00;;300
2006;335;0;2B;2B159;Meria;;NC88B84;2006-02-19 17:14:00;3;8
2006;2769;0;2B;2B165;Moncale;Mezzanodi;NC24G11;2006-06-20 12:03:00;;2000
2006;1694;0;2B;2B172;Murato;Campadile;NC64H8;2006-04-09 11:56:00;;20000
2006;587;0;2B;2B176;Nocario;;NC62L71;2006-03-10 16:55:00;3;31000
2006;1695;0;2B;2B176;Nocario;;NC62L84;2006-04-09 12:06:00;;10000
2006;2494;0;2B;2B182;Occhiatana;Bergerie A stada;NC44E65;2006-06-10 19:38:00;;1500
2006;3133;0;2B;2B184;Olcani;;NC68H13;2006-06-18 14:09:00;;1450000
2006;2649;0;2B;2B185;Oletta;;NC66K14;2006-06-15 12:28:00;;4000
2006;5115;0;2B;2B185;Oletta;;NC66G21;2006-08-02 07:59:00;;100
2006;233;0;2B;2B188;Olmeta-di-Tuda;;NC64K93;2006-02-11 16:25:00;3;500
2006;944;0;2B;2B188;Olmeta-di-Tuda;;NC64K9;2006-03-15 16:50:00;3;4000
2006;7091;0;2B;2B188;Olmeta-di-Tuda;;NC66G05;2006-08-29 11:40:00;;800
2006;7301;0;2B;2B190;Olmi-Cappella;;NC44E43;2006-09-04 14:44:00;;50
2006;1641;0;2B;2B205;Patrimonio;;NC66H54;2006-05-12 14:38:00;3;20000
2006;6965;0;2B;2B205;Patrimonio;;NC66H42;2006-08-24 15:02:00;;2
2006;1097;0;2B;2B224;Pietracorbara;MARINE;NC88C21;2006-04-11 01:52:00;3;6000
2006;1698;0;2B;2B233;Pino;Haut du village;NC68H64;2006-04-22 10:00:00;;500
2006;1284;0;2B;2B235;Pioggiola;;NC44D44;2006-04-23 14:55:00;3;60
2006;7796;0;2B;2B239;Poggio-d'Oletta;04/10/2006;NC66G33;2006-10-04 17:32:00;;200
2006;7377;0;2B;2B242;Poggio-Mezzana;;NC82E83;2006-09-06 18:33:00;;1000
2006;7528;0;2B;2B255;Quercitello;;NC60K03;2006-09-12 16:53:00;;20
2006;4210;0;2B;2B261;Rogliano;;NC68L95;2006-07-09 22:20:00;;500
2006;1706;0;2B;2B265;Rutali;;NC64K82;2006-05-15 21:00:00;;1200
2006;4580;0;2B;2B281;Sisco;;NC88B13;2006-07-23 19:54:00;;1
2006;4222;0;2B;2B283;Solaro;Travo;NB86C93;2006-07-15 16:08:00;;3
2006;1196;0;2B;2B287;Sorio;;NC64D73;2006-04-12 14:06:00;3;2500
2006;4212;0;2B;2B293;Sant'Andréa-di-Cotone;;NC82E43;2006-07-10 18:21:00;;50
2006;6977;0;2B;2B296;Sant'Antonino;;NC44A65;2006-08-26 22:36:00;;2000
2006;418;0;2B;2B314;Santo-Pietro-di-Tenda;SALECCIA;NC66B53;2006-03-01 19:11:00;3;30000
2006;3532;0;2B;2B314;Santo-Pietro-di-Tenda;;NC66C52;2006-07-05 20:12:00;;300
2006;8032;0;2B;2B314;Santo-Pietro-di-Tenda;;NC64E94;2006-11-06 12:43:00;;500
2006;1142;0;2B;2B315;Santo-Pietro-di-Venaco;;NC60C94;2006-04-12 19:16:00;;200
2006;1992;0;2B;2B319;Talasani;;NC82G91;2006-05-30 13:58:00;;600
2006;3134;0;2B;2B319;Talasani;;NC82E95;2006-06-29 10:36:00;;5000
2006;1676;0;2B;2B320;Tallone;;NC80B93;2006-05-12 19:40:00;;800
2006;7944;0;2B;2B333;Vallecalle;;NC64K94;2006-10-13 16:14:00;;1000
2006;8089;0;2B;2B341;Venaco;;NC60C75;2006-11-13 12:56:00;;1500
2006;2847;0;2B;2B350;Vignale;;NC84B55;2006-06-22 01:45:00;;2
2006;8166;0;2B;2B354;Vivario;;NC60C53;2006-11-13 17:26:00;;100
2006;341;0;2B;2B364;Zuani;;NC80D53;2006-02-18 16:03:00;3;10085
2005;1449;0;2B;2B314;Santo-Pietro-di-Tenda;;NC66B53;2005-02-13 16:50:00;3;5000
2005;2533;0;2B;2B156;Mausoléo;;NC44F31;2005-03-12 15:53:00;3;25000
2005;3186;0;2B;2B265;Rutali;;NC64K83;2005-03-21 20:05:00;3;2000
2005;3279;0;2B;2B257;Rapale;;NC64F83;2005-04-01 13:53:00;3;400
2005;3968;0;2B;2B095;Corscia;;NC42H63;2005-04-30 12:13:00;3;146000
2005;3970;0;2B;2B033;Bastia;;NC86B44;2005-05-07 14:45:00;3;10000
2005;4058;0;2B;2B333;Vallecalle;;NC68H81;2005-05-10 11:24:00;4;60000
2005;4078;0;2B;2B120;Furiani;st marie;NC66L22;2005-05-12 14:56:00;3;1000
2005;4583;0;2B;2B049;Calenzana;SUARE;NC24F14;2005-06-08 10:43:00;3;40000
2005;4593;0;2B;2B033;Bastia;MACCHIO;NC86B44;2005-05-08 10:42:00;3;40000
2005;4598;0;2B;2B185;Oletta;PALADESE;NC66G23;2005-05-30 08:20:00;3;100
2005;4939;0;2B;2B009;Aléria;;NC80G21;2005-06-25 15:02:00;3;500
2005;5088;0;2B;2B185;Oletta;LA CIGALE;NC66H2;2005-06-20 10:42:00;3;8000
2005;5168;0;2B;2B311;Santa-Maria-Poggio;;NC82G65;2005-07-01 12:53:00;3;200
2005;5169;0;2B;2B233;Pino;;NC68G62;2005-07-01 13:12:00;3;20
2005;5640;0;2B;2B188;Olmeta-di-Tuda;LANCONE;NC66L03;2005-07-09 10:42:00;3;20
2005;5920;0;2B;2B034;Belgodère;;NC44E7;2005-07-04 12:20:00;3;3000
2005;6106;0;2B;2B334;Valle-d'Alesani;;NC82D4;2005-07-17 17:38:00;3;500
2005;6147;0;2B;2B096;Corte;;NC40K91;2005-07-16 11:30:00;3;1000
2005;6174;0;2B;2B152;Luri;SANTA SEVERA;NC88B52;2005-07-20 15:56:00;3;30
2005;6607;0;2B;2B302;San-Giovanni-di-Moriani;;NC82E82;2005-07-29 16:15:00;3;400
2005;6646;0;2B;2B185;Oletta;;nc66h13;2005-07-31 05:39:00;3;200
2005;6756;0;2B;2B023;Asco;;NC42D61;2005-08-01 10:02:00;3;300
2005;7414;0;2B;2B185;Oletta;;NC66G21;2005-08-10 11:56:00;3;100
2005;8478;0;2B;2B037;Biguglia;CABANULE;NC86B03;2005-09-13 18:07:00;3;30000
2005;8683;0;2B;2B172;Murato;;NC64H8;2005-10-01 14:02:00;3;200
2005;8684;0;2B;2B242;Poggio-Mezzana;;NC82G9;2005-10-01 14:35:00;3;500
2005;9131;0;2B;2B050;Calvi;SUARE;NC24C2;2005-12-28 09:31:00;3;40000
2004;1728;0;2B;2B016;Antisanti;;NC80C5;2004-01-13 15:47:00;3;900
2004;1759;0;2B;2B058;Canari;;NC68G2;2004-01-17 16:19:00;3;1000
2004;1905;0;2B;2B049;Calenzana;;NC24H3;2004-02-08 12:13:00;3;400
2004;1909;0;2B;2B261;Rogliano;;NC68L94;2004-02-14 12:50:00;3;2000
2004;3166;0;2B;2B150;Lumio;;NC24H74;2004-04-07 15:35:00;3;20
2004;3172;0;2B;2B319;Talasani;;NC84F0;2004-05-25 14:50:00;3;50
2004;3178;0;2B;2B093;Corbara;marine de davia;NC24L8;2004-06-11 15:52:00;3;1000
2004;3182;0;2B;2B290;Speloncato;CD ET VILLAGE;NC44D6;2004-06-13 12:09:00;3;1000
2004;3184;0;2B;2B182;Occhiatana;;NC44E6;2004-06-13 15:00:00;3;300
2004;3186;0;2B;2B316;Santa-Reparata-di-Balagna;LIEU DIT OCIGGNIONE;NC44A8;2004-06-17 11:03:00;3;200
2004;3187;0;2B;2B087;Cervione;;NC82F4;2004-06-17 15:04:00;3;150
2004;3192;0;2B;2B086;Centuri;CANNELLE;NC68G9;2004-06-20 13:48:00;3;80000
2004;3194;0;2B;2B188;Olmeta-di-Tuda;;NC66K0;2004-06-20 15:31:00;3;200
2004;3197;0;2B;2B346;Vescovato;SUARTELLO;NC84C4;2004-06-21 11:50:00;3;2000
2004;3201;0;2B;2B307;Santa-Lucia-di-Moriani;;NC82G7;2004-06-21 16:02:00;3;200
2004;3339;0;2B;2B046;Cagnano;;NC68L53;2004-06-23 10:31:00;3;200
2004;3340;0;2B;2B134;Île-Rousse (L');;NC44D33;2004-06-23 10:30:00;3;200
2004;3345;0;2B;2B039;Bisinchi;;NC64H34;2004-06-24 19:15:00;3;500
2004;3346;0;2B;2B320;Tallone;PIANICCIA;NC80D85;2004-06-25 14:15:00;3;200
2004;3350;0;2B;2B057;Canale-di-Verde;VILLAGE;NC82E12;2004-06-21 11:19:00;3;150
2004;3351;0;2B;2B093;Corbara;MARINE DE DAVIA;NC24L94;2004-06-20 16:30:00;3;448400
2004;4296;0;2B;2B185;Oletta;U CIPPEDDU;NC66K11;2004-07-08 09:44:00;3;10
2004;4525;0;2B;2B162;Moltifao;;NC64B11;2004-07-12 14:10:00;3;8000
2004;4528;0;2B;2B036;Bigorno;;NC64G32;2004-07-12 18:43:00;;5000
2004;4630;0;2B;2B167;Montegrosso;;NC24L45;2004-07-14 16:31:00;3;10000
2004;4925;0;2B;2B201;Pancheraccia;Casaperta;NC80C63;2004-07-17 15:20:00;3;70000
2004;6558;0;2B;2B007;Albertacce;;NC42D22;2004-08-13 11:39:00;3;30
2004;6648;0;2B;2B073;Casamaccioli;;NC42E23;2004-08-15 15:13:00;3;10
2004;6882;0;2B;2B224;Pietracorbara;;NC68L3;2004-08-13 13:57:00;3;10820000
2004;7251;0;2B;2B095;Corscia;;NC42G44;2004-08-27 17:14:00;3;5
2004;7634;0;2B;2B047;Calacuccia;couvent;NC42F34;2004-09-13 12:37:00;3;60
2004;7886;0;2B;2B185;Oletta;;NC66H15;2004-09-24 15:24:00;3;200
2003;8600;0;2B;2B033;Bastia;;NC86A42;2003-08-03 16:40:00;3;15000
2003;9382;0;2B;2B050;Calvi;ND DE LA SERRA;NC24D45;2003-10-02 11:49:00;3;500
2003;9602;0;2B;2B261;Rogliano;;NC68L94;2003-10-17 18:17:00;3;20
2002;6936;0;2B;2B150;Lumio;;NC24H5;2002-07-11 18:31:00;3;20000
2002;3254;0;2B;2B155;Matra;;NC82B1;2002-03-13 18:46:00;3;15000
2002;3241;0;2B;2B290;Speloncato;;NC44D53;2002-02-24 13:30:00;3;2000
2002;3273;0;2B;2B341;Venaco;;NC60C8;2002-03-04 17:27:00;4;3000
2001;445;0;2B;2B112;Feliceto;;NC44B54;2001-03-21 14:31:00;;10000
2001;447;0;2B;2B319;Talasani;;NC82E93;2001-03-22 09:31:00;3;1200
2001;453;0;2B;2B143;Linguizzetta;;NC80K85;2001-03-22 15:29:00;3;5000
2001;464;0;2B;2B364;Zuani;;NC62L01;2001-03-22 15:40:00;3;20000
2001;474;0;2B;2B332;Urtaca;;NC44L82;2001-03-25 16:43:00;3;2000
2001;1986;0;2B;2B159;Meria;;NC88A72;2001-06-17 13:50:00;3;500
2001;1990;0;2B;2B224;Pietracorbara;;NC88C25;2001-06-16 13:50:00;3;50000
2001;3030;0;2B;2B124;Ghisoni;;NC60L12;2001-06-21 12:30:00;3;413400
2001;4674;0;2B;2B034;Belgodère;;NC46D03;2001-07-27 13:10:00;3;100
2001;4678;0;2B;2B343;Venzolasca;;NC84C33;2001-07-28 14:40:00;3;20000
2001;4688;0;2B;2B077;Castellare-di-Casinca;;NC84G21;2001-07-31 16:38:00;3;10000
2001;4697;0;2B;2B042;Borgo;;NC84A63;2001-08-01 17:53:00;3;20
2001;4722;0;2B;2B034;Belgodère;;NC44E81;2001-08-05 07:50:00;3;40000
2001;4737;0;2B;2B167;Montegrosso;LUNGHIGNANO;NC24L51;2001-08-06 11:09:00;3;593600
2001;4758;0;2B;2B354;Vivario;;NC60C12;2001-08-10 16:22:00;3;200
2001;5180;0;2B;2B140;Lento;01081497;NC64G32;2001-08-14 13:54:00;3;30000
2001;7911;0;2B;2B355;Volpajola;;NC64L42;2001-08-27 16:04:00;3;3000
2001;8093;0;2B;2B150;Lumio;;NC24G61;2001-09-02 18:17:00;3;200
2001;8154;0;2B;2B257;Rapale;;NC66E23;2001-09-09 09:25:00;3;1407500
2001;8179;0;2B;2B037;Biguglia;;NC86A03;2001-09-11 13:04:00;3;525300
2001;8980;0;2B;2B354;Vivario;;NC60A23;2001-10-16 10:53:00;3;5000
2001;9772;0;2B;2B169;Morosaglia;;NC64H04;2001-11-04 13:00:00;3;10000
2000;4255;0;2B;2B007;Albertacce;;NC42E24;2000-07-06 14:48:00;3;10000
2000;6081;0;2B;2B148;Lucciana;;NC84D61;2000-07-12 00:40:00;4;50
2000;6111;0;2B;2B043;Brando;;NC86B83;2000-07-18 22:24:00;3;20
2000;8030;0;2B;2B207;Penta-di-Casinca;;NC84F13;2000-07-24 11:43:00;3;1000
2000;8061;0;2B;2B121;Galéria;;NC22A65;2000-07-29 13:20:00;3;5
2000;8071;0;2B;2B193;Omessa;;NC62C73;2000-08-02 15:48:00;3;50
2000;8103;0;2B;2B303;San-Giuliano;;NC82H35;2000-08-18 13:30:00;3;50
2000;8152;0;2B;2B147;Lozzi;;NC42F44;2000-08-22 11:42:00;3;5000
2000;8195;0;2B;2B029;Barbaggio;;NC66K43;2000-08-27 03:45:00;;70000
2000;8320;0;2B;2B049;Calenzana;;NC24G32;2000-09-15 12:04:00;3;8000
1998;1182;0;2B;2B316;Santa-Reparata-di-Balagna;;NC44A84;1998-03-09 09:30:00;3;200
1998;1184;0;2B;2B168;Monticello;;NC44B84;1998-03-09 09:30:00;3;300
1998;1185;0;2B;2B025;Avapessa;;NC24L52;1998-03-10 11:24:00;3;5000
1998;1197;0;2B;2B049;Calenzana;;NC24C22;1998-04-06 11:36:00;3;1000
1998;1300;0;2B;2B096;Corte;;NC62C12;1998-07-24 13:52:00;3;500
1998;1305;0;2B;2B168;Monticello;;NC44B82;1998-07-26 11:45:00;3;1000
1998;1403;0;2B;2B280;Silvareccio;;NC84B11;1998-08-09 15:05:00;3;10000
1998;1471;0;2B;2B050;Calvi;;NC24D54;1998-08-20 14:07:00;3;250
1998;1535;0;2B;2B073;Casamaccioli;;NC42F21;1998-08-26 16:45:00;3;100
1997;1658;0;2B;2B009;Aléria;;NC80G32;1997-09-01 12:35:00;3;10000
1997;1689;0;2B;2B020;Aregno;;NC24K73;1997-09-10 12:47:00;3;500
1997;1889;0;2B;2B107;Ersa;;ND60K01;1997-10-11 15:35:00;3;20000
1997;1723;0;2B;2B110;Favalello;;NC62E1;1997-09-16 13:15:00;3;20
1997;1605;0;2B;2B121;Galéria;;NC22B6;1997-08-22 13:42:00;3;26
1997;1549;0;2B;2B140;Lento;;NC64E51;1997-08-07 17:20:00;3;200
1997;1653;0;2B;2B143;Linguizzetta;;NC80F93;1997-08-31 16:00:00;3;300
1997;1523;0;2B;2B153;Manso;;NC22G5;1997-07-29 11:45:00;3;50000
1997;1462;0;2B;2B208;Perelli;;NC82C32;1997-03-20 14:00:00;3;15000
1997;1577;0;2B;2B225;Pietra-di-Verde;;NC82E2;1997-08-14 15:55:00;3;10000
1997;1694;0;2B;2B239;Poggio-d'Oletta;;NC66K2;1997-09-11 14:20:00;3;100
1997;1863;0;2B;2B320;Tallone;;NC80D81;1997-10-04 15:02:00;3;100
1992;643;0;2A;2A006;Alata;;NB28F32;1992-08-05 14:48:00;;1000
1997;1704;0;2B;2B356;Zalana;;NC80B9;1997-09-14 14:25:00;3;50
1992;505;0;2A;2A041;Bonifacio;;NB62L7;1992-06-29 11:37:00;;120000
1992;419;0;2A;2A061;Carbini;;NB64D7;1992-03-13 14:55:00;;1000
1992;540;0;2A;2A247;Porto-Vecchio;;NB84A0;1992-07-12 19:50:00;;10000
1992;593;0;2A;2A271;Sarrola-Carcopino;;NB48B4;1992-07-29 13:12:00;;1000
1992;459;0;2A;2A272;Sartène;;NB44F1;1992-04-28 17:15:00;;1000
1992;537;0;2A;2A272;Sartène;;NB44H3;1992-07-12 17:48:00;;1000
1992;535;0;2A;2A288;Sotta;;NB64G0;1992-07-12 14:40:00;;15000
2019;7232;0;2A;2A284;Sollacaro;Cimétière;NB46E05;2019-10-27 14:20:00;;400
2020;4198;0;2A;2A288;Sotta;Monte d'Aguja;NB64H05;2020-06-19 12:14:00;;80
2020;4291;0;2A;2A228;Pietrosella;Cruciata;NB26K55;2020-08-18 16:36:00;;1
2021;6993;0;2A;2A323;Tavaco;A Volta;NB48B53;2021-09-25 10:28:00;;857
2021;7314;0;2A;2A271;Sarrola-Carcopino;Pastricciolu;NB28L25;2021-10-09 11:40:00;;532
2022;4217;0;2A;2A284;Sollacaro;Filitosa;NB46C04;2022-06-28 16:25:00;;50
2012;9525;0;2A;2A288;Sotta;pont de BARCUCCIA;NB64K01;2012-07-18 16:24:00;3;200
2012;9539;0;2A;2A288;Sotta;tappa;NB64K01;2012-07-27 17:34:00;3;100
2012;9566;0;2A;2A090;Coggia;sagone;NB28E94;2012-08-12 08:41:00;3;150
2013;3816;0;2A;2A004;Ajaccio;VITTULO;NB26F91;2013-07-31 15:51:00;3;200
2014;2864;0;2A;2A114;Figari;Ogliastrellu;NB62E83;2014-06-05 15:39:00;3;400
2015;3209;0;2A;2A247;Porto-Vecchio;Proximité Eglise  -  Muratello;NB64H21;2015-07-13 10:54:00;3;200
2017;11628;0;2A;2A041;Bonifacio;Saparelli;NB62H75;2017-07-23 22:29:00;;1
2017;11646;0;2A;2A139;Lecci;Au bout de la piste de l'Oso;NB64L84;2017-08-17 07:50:00;;3500
2016;2896;0;2A;2A006;Alata;CARDIGLIONE;NB28F33;2016-06-18 12:23:00;3;1000
2016;3171;0;2A;2A247;Porto-Vecchio;NOTA - Embranchement;NB64K33;2016-06-03 15:55:00;3;400
2016;3174;0;2A;2A004;Ajaccio;LES BARAQUES - MILELLI;NB28F01;2016-06-05 18:06:00;3;2000
2019;5286;0;2A;2A066;Cargiaca;Bergerie;NB44L92;2019-08-18 13:57:00;;1265
2005;9161;0;2A;2A209;Peri;PERRACCIA;NB48B45;2005-10-29 14:45:00;3;3500
2011;8876;0;2A;2A163;Monacia-d'Aullène;giannuccio;nb64a01;2011-06-12 10:45:00;3;10
2011;8875;0;2A;2A312;Santa-Maria-Siché;village;NB46G71;2011-05-21 13:36:00;3;50
2012;4630;0;2A;2A209;Peri;VILLAGE;NB48D42;2012-03-26 18:17:00;3;20000
2011;2466;0;2A;2A004;Ajaccio;AV NAPOLEON III;NB26F92;2011-06-01 14:08:00;3;200
2011;2494;0;2A;2A004;Ajaccio;STILETTO;NB28H01;2011-06-15 17:11:00;3;130
2011;2555;0;2A;2A004;Ajaccio;CONFINA 1;NB26D95;2011-06-26 18:19:00;3;4800
2011;6389;0;2A;2A004;Ajaccio;PIETRALBA;NB28H01;2011-09-06 15:03:00;3;10040
2011;6399;0;2A;2A004;Ajaccio;STADE F.COTY;nb28h03;2011-09-21 22:39:00;3;200
2011;2546;0;2A;2A006;Alata;carbinica;NB28F34;2011-06-22 20:39:00;3;3000
2011;6466;0;2A;2A006;Alata;A PIANA;NB28F23;2011-10-07 12:55:00;3;100000
2011;2020;0;2A;2A021;Argiusta-Moriccio;Rte refuge Rucchetto;NB46K54;2011-03-12 08:18:00;3;500
2011;2307;0;2A;2A027;Azzana;VILLAGE;NC40C02;2011-04-16 16:37:00;3;20
2011;2033;0;2A;2A031;Bastelica;TEPPA;NB48K51;2011-04-03 12:44:00;3;100
2011;2538;0;2A;2A032;Bastelicaccia;PISCIATELLO;NB46A95;2011-06-21 11:11:00;3;500
2011;4660;0;2A;2A032;Bastelicaccia;SORNAGONE;NB48A14;2011-08-02 12:46:00;3;5000
2011;498;0;2A;2A040;Bocognano;VILLAGE;NB48K95;2011-02-09 15:43:00;3;200
2011;500;0;2A;2A040;Bocognano;VILLAGE;NB48K95;2011-02-11 19:00:00;3;150
2011;3271;0;2A;2A040;Bocognano;CELLI;NB48L91;2011-07-08 18:40:00;3;50
2011;2010;0;2A;2A041;Bonifacio;RN196;NB62E55;2011-03-07 18:47:00;3;200
2011;2324;0;2A;2A041;Bonifacio;SORTIE;NB62D51;2011-05-04 19:05:00;3;100
2011;2450;0;2A;2A041;Bonifacio;sperone;NB62K03;2011-05-22 23:33:00;3;100
2011;3824;0;2A;2A041;Bonifacio;SPERONE;NB62K02;2011-07-23 19:23:00;;5000
2011;2536;0;2A;2A048;Calcatoggio;VILLAGE;NB28G53;2011-06-20 12:44:00;3;500
2011;2559;0;2A;2A048;Calcatoggio;EMBRANCHEMENT;NB28G51;2011-06-28 10:10:00;3;500
2011;3281;0;2A;2A065;Cargèse;PORT;NC00L01;2011-07-14 23:08:00;1;3200
2011;2298;0;2A;2A070;Casaglione;TIUCCIA;NB28F75;2011-04-09 14:48:00;3;20
2011;2301;0;2A;2A070;Casaglione;RTE D'ANCONE;NB28G72;2011-04-10 20:03:00;3;100
2011;2302;0;2A;2A070;Casaglione;ANCONE;NB28F51;2011-04-12 21:06:00;3;200
2011;2323;0;2A;2A070;Casaglione;RD 25;NB28F71;2011-05-01 17:08:00;3;60
2011;2562;0;2A;2A091;Cognocoli-Monticchi;PEDILONGA;NB46C53;2011-06-28 11:59:00;3;200
2011;2036;0;2A;2A092;Conca;TARCU;NB86E25;2011-04-07 10:41:00;3;50
2011;3261;0;2A;2A092;Conca;tarcu;NB86E24;2011-07-01 13:16:00;3;5000
2011;2471;0;2A;2A103;Cuttoli-Corticchiato;ABATTOIR;NB48C34;2011-06-03 17:07:00;3;3000
2011;6921;0;2A;2A104;Eccica-Suarella;PONT de LAPIERRE;NB46C91;2011-10-10 15:00:00;3;50
2011;494;0;2A;2A108;Évisa;COSTA;NC20G71;2011-02-04 18:20:00;3;2000
2011;2030;0;2A;2A114;Figari;SCOPETTO;NB62D51;2011-04-02 16:02:00;3;60
2011;2454;0;2A;2A114;Figari;SAN GAVINO;NB62C81;2011-05-26 10:56:00;3;150
2011;2487;0;2A;2A114;Figari;POGGIALE;NB62C83;2011-06-10 19:19:00;3;400
2011;4667;0;2A;2A114;Figari;VILLAGE;NB62E61;2011-08-12 17:51:00;3;700
2011;2449;0;2A;2A139;Lecci;CAPO;NB84B71;2011-05-22 18:09:00;3;200
2011;6467;0;2A;2A139;Lecci;Pont de l'OSO;NB84A73;2011-10-07 14:55:00;3;200
2011;2035;0;2A;2A141;Letia;ST ROCH;NC20K41;2011-04-06 13:53:00;3;200
2011;2551;0;2A;2A142;Levie;ET SCOLAIRE;NB64D84;2011-06-25 11:59:00;3;400
2011;2644;0;2A;2A142;Levie;Rte des gites;NB64D85;2011-06-29 15:00:00;3;100
2011;2012;0;2A;2A144;Lopigna;ANCIENNE POUBELLE;NC20L04;2011-03-08 18:30:00;3;2500
